time; buffer(s); video seconds
2023-01-24 19:14:31.859; 10.878998999999979; 125.124001
2023-01-24 19:14:32.370; 10.36774899999999; 125.635251
2023-01-24 19:14:32.881; 9.85628899999999; 126.146711
2023-01-24 19:14:33.394; 9.344184999999982; 126.658815
2023-01-24 19:14:33.904; 12.82324299999999; 127.168757
2023-01-24 19:14:34.416; 12.311134999999993; 127.680865
2023-01-24 19:14:34.927; 11.810550999999975; 128.192449
2023-01-24 19:14:35.439; 11.299289999999985; 128.70371
2023-01-24 19:14:35.950; 10.787367999999987; 129.215632
2023-01-24 19:14:36.463; 10.275875999999982; 129.727124
2023-01-24 19:14:36.973; 9.764989999999983; 130.23801
2023-01-24 19:14:37.485; 9.252159999999975; 130.75084
2023-01-24 19:14:37.997; 12.731765999999993; 131.262234
2023-01-24 19:14:38.508; 12.220784000000009; 131.773216
2023-01-24 19:14:39.019; 11.718320999999975; 132.284679
2023-01-24 19:14:39.531; 11.207229999999981; 132.79577
2023-01-24 19:14:40.042; 10.695576999999986; 133.307423
2023-01-24 19:14:40.554; 10.183489999999978; 133.81951
2023-01-24 19:14:41.066; 9.671830999999997; 134.331169
2023-01-24 19:14:41.577; 9.160600999999986; 134.842399
2023-01-24 19:14:42.089; 12.632829999999984; 135.35317
2023-01-24 19:14:42.601; 12.119769999999988; 135.86623
2023-01-24 19:14:43.112; 11.626600999999994; 136.376399
2023-01-24 19:14:43.624; 11.114606999999978; 136.888393
2023-01-24 19:14:44.135; 10.602940999999987; 137.400059
2023-01-24 19:14:44.646; 10.091721999999976; 137.911278
2023-01-24 19:14:45.158; 9.580452999999977; 138.422547
2023-01-24 19:14:45.669; 13.063559000000026; 138.933441
2023-01-24 19:14:46.180; 12.551168000000018; 139.445832
2023-01-24 19:14:46.692; 12.045859999999976; 139.95714
2023-01-24 19:14:47.203; 11.535404; 140.467596
2023-01-24 19:14:47.715; 11.022611999999981; 140.980388
2023-01-24 19:14:48.226; 10.511247999999995; 141.491752
2023-01-24 19:14:48.738; 10.000011999999998; 142.002988
2023-01-24 19:14:49.249; 9.48810899999998; 142.514891
2023-01-24 19:14:49.761; 8.976541999999995; 143.026458
2023-01-24 19:14:50.272; 12.457424000000003; 143.536576
2023-01-24 19:14:50.784; 11.94476800000001; 144.049232
2023-01-24 19:14:51.296; 11.442014999999998; 144.560985
2023-01-24 19:14:51.807; 10.931287999999995; 145.071712
2023-01-24 19:14:52.318; 10.420214999999985; 145.582785
2023-01-24 19:14:52.830; 9.90768; 146.09532
2023-01-24 19:14:53.341; 9.397706; 146.605294
2023-01-24 19:14:53.853; 12.884656999999976; 147.118343
2023-01-24 19:14:54.364; 12.373885999999999; 147.629114
2023-01-24 19:14:54.868; 11.869831999999974; 148.133168
2023-01-24 19:14:55.387; 11.350315999999992; 148.652684
2023-01-24 19:14:55.899; 10.839302999999973; 149.163697
2023-01-24 19:14:56.410; 10.328395999999998; 149.674604
2023-01-24 19:14:56.922; 9.815804999999983; 150.187195
2023-01-24 19:14:57.434; 13.285162000000014; 150.698838
2023-01-24 19:14:57.948; 12.771720000000016; 151.21228
2023-01-24 19:14:58.457; 12.281137999999999; 151.721862
2023-01-24 19:14:58.968; 11.769814999999994; 152.233185
2023-01-24 19:14:59.474; 11.264423999999991; 152.738576
2023-01-24 19:14:59.991; 14.727768999999995; 153.256231
2023-01-24 19:15:00.503; 14.235750999999993; 153.767249
2023-01-24 19:15:01.014; 13.723874999999992; 154.279125
2023-01-24 19:15:01.526; 13.212615; 154.790385
2023-01-24 19:15:02.037; 12.700812999999982; 155.302187
2023-01-24 19:15:02.549; 12.189324; 155.813676
2023-01-24 19:15:03.060; 11.677819; 156.325181
2023-01-24 19:15:03.571; 11.166656999999987; 156.836343
2023-01-24 19:15:04.083; 10.655242999999984; 157.347757
2023-01-24 19:15:04.595; 10.144183999999996; 157.858816
2023-01-24 19:15:05.109; 13.620056000000005; 158.373944
2023-01-24 19:15:05.617; 13.120393999999976; 158.882606
2023-01-24 19:15:06.129; 12.608888999999976; 159.394111
2023-01-24 19:15:06.641; 12.09812599999998; 159.904874
2023-01-24 19:15:07.152; 11.586716999999993; 160.416283
