time; type; bitrate Kbps; id; video seconds
2023-01-24 21:54:12.000; video; 1500; 00107; 417.037537
2023-01-24 21:54:15.000; audio; 320; 00108; 418.587699
2023-01-24 21:54:15.000; video; 1500; 00108; 418.587699
2023-01-24 21:54:16.000; video; 1500; 00109; 420.822149
2023-01-24 21:54:17.000; audio; 128; 00108; 420.822149
2023-01-24 21:54:17.000; audio; 192; 00108; 421.331626
2023-01-24 21:54:18.000; audio; 256; 00108; 421.841269
2023-01-24 21:54:18.000; audio; 256; 00109; 422.35377
2023-01-24 21:54:19.000; audio; 256; 00110; 422.864053
2023-01-24 21:54:20.000; video; 1500; 00110; 424.910978
2023-01-24 21:54:22.000; audio; 256; 00111; 425.932747
2023-01-24 21:54:24.000; video; 1500; 00111; 428.520896
2023-01-24 21:54:26.000; audio; 256; 00112; 430.132399
2023-01-24 21:54:28.000; video; 1500; 00112; 432.694334
2023-01-24 21:54:30.000; audio; 320; 00110; 433.716513
2023-01-24 21:54:30.000; audio; 320; 00111; 434.241656
2023-01-24 21:54:30.000; audio; 320; 00112; 434.75735
2023-01-24 21:54:31.000; audio; 320; 00113; 434.75735
2023-01-24 21:54:32.000; video; 1500; 00113; 436.309547
2023-01-24 21:54:33.000; audio; 320; 00114; 437.356806
2023-01-24 21:54:36.000; video; 1500; 00114; 440.42675
2023-01-24 21:54:38.000; audio; 320; 00115; 441.976268
2023-01-24 21:54:40.000; video; 3200; 00113; 445.06624
2023-01-24 21:54:42.000; video; 3200; 00114; 447.150455
2023-01-24 21:54:45.000; video; 3200; 00115; 449.710195
2023-01-24 21:54:47.000; video; 3200; 00116; 451.273357
2023-01-24 21:54:48.000; audio; 320; 00116; 451.789608
2023-01-24 21:54:50.000; audio; 320; 00117; 454.3596
2023-01-24 21:54:50.000; video; 3200; 00117; 454.3596
2023-01-24 21:54:53.000; audio; 320; 00118; 457.43805
2023-01-24 21:54:53.000; video; 3200; 00118; 457.43805
2023-01-24 21:54:57.000; video; 3200; 00119; 461.55468
2023-01-24 21:54:58.000; audio; 320; 00119; 462.075237
2023-01-24 21:55:00.000; video; 3200; 00120; 464.679302
2023-01-24 21:55:00.000; audio; 320; 00120; 464.679302
2023-01-24 21:55:03.000; audio; 320; 00121; 467.263495
2023-01-24 21:55:04.000; video; 3200; 00121; 468.288247
2023-01-24 21:55:07.000; audio; 320; 00122; 470.849
2023-01-24 21:55:08.000; video; 3200; 00122; 472.395746
2023-01-24 21:55:20.000; audio; 320; 00123; 483.678858
2023-01-24 21:55:29.000; video; 3200; 00122; 487.010534
2023-01-24 21:55:29.000; video; 3200; 00122; 487.010534
2023-01-24 21:55:30.000; video; 1000; 00123; 487.085995
2023-01-24 21:55:31.000; audio; 320; 00124; 488.061178
2023-01-24 21:55:51.000; video; 1000; 00123; 490.982877
2023-01-24 21:55:52.000; audio; 320; 00124; 490.982877
2023-01-24 21:55:52.000; video; 1000; 00123; 490.982877
2023-01-24 21:55:52.000; video; 1000; 00124; 490.982877
2023-01-24 21:55:52.000; video; 2200; 00125; 490.982877
2023-01-24 21:55:53.000; audio; 320; 00125; 491.257418
2023-01-24 21:55:53.000; audio; 320; 00126; 491.257418
2023-01-24 21:55:53.000; video; 2200; 00126; 491.257418
2023-01-24 21:55:53.000; audio; 128; 00126; 491.769401
2023-01-24 21:55:54.000; audio; 192; 00126; 491.769401
2023-01-24 21:55:54.000; audio; 256; 00126; 492.279614
2023-01-24 21:55:54.000; audio; 256; 00127; 492.279614
2023-01-24 21:55:54.000; video; 600; 00127; 492.279614
2023-01-24 21:55:54.000; audio; 256; 00128; 492.78891
2023-01-24 21:55:58.000; video; 1000; 00128; 496.388323
2023-01-24 21:55:59.000; audio; 256; 00129; 496.903402
2023-01-24 21:56:02.000; video; 1500; 00127; 500.527714
2023-01-24 21:56:02.000; video; 1500; 00128; 501.054149
2023-01-24 21:56:03.000; video; 1500; 00129; 501.563915
2023-01-24 21:56:04.000; audio; 320; 00128; 502.075128
2023-01-24 21:56:04.000; audio; 320; 00129; 502.075128
2023-01-24 21:56:04.000; audio; 320; 00130; 502.587784
2023-01-24 21:56:06.000; video; 1500; 00130; 504.632502
2023-01-24 21:56:07.000; audio; 320; 00131; 505.146314
2023-01-24 21:56:10.000; video; 1500; 00131; 508.264398
2023-01-24 21:56:10.000; audio; 320; 00132; 508.784085
2023-01-24 21:56:14.000; video; 4600; 00130; 512.877247
2023-01-24 21:56:15.000; video; 4600; 00131; 513.903274
2023-01-24 21:56:15.000; video; 4600; 00132; 514.430572
2023-01-24 21:56:16.000; audio; 320; 00133; 514.956714
2023-01-24 21:56:16.000; video; 4600; 00133; 514.956714
