time; buffer(s); video seconds; throttling bandwidth; latency
2023-01-25 21:57:51.576; 11.437176999999991; 144.556823; 250; 20
2023-01-25 21:57:52.100; 10.920297999999974; 145.082702; 250; 20
2023-01-25 21:57:52.610; 10.410768999999988; 145.592231; 250; 20
2023-01-25 21:57:53.122; 9.899344999999983; 146.103655; 250; 20
2023-01-25 21:57:53.633; 9.38655399999999; 146.616446; 250; 20
2023-01-25 21:57:54.144; 8.876355999999987; 147.126644; 250; 20
2023-01-25 21:57:54.656; 8.364844999999974; 147.638155; 250; 20
2023-01-25 21:57:55.167; 11.852532999999994; 148.150467; 250; 20
2023-01-25 21:57:55.680; 11.340107999999987; 148.662892; 250; 20
2023-01-25 21:57:56.190; 10.83066599999998; 149.172334; 250; 20
2023-01-25 21:57:56.702; 10.318315999999982; 149.684684; 250; 20
2023-01-25 21:57:57.214; 9.806944999999985; 150.196055; 250; 20
2023-01-25 21:57:57.725; 9.295335999999992; 150.707664; 250; 20
2023-01-25 21:57:58.236; 12.765201000000019; 151.218799; 250; 20
2023-01-25 21:57:58.747; 12.253759000000002; 151.730241; 250; 20
2023-01-25 21:57:59.259; 11.761659999999978; 152.24134; 250; 20
2023-01-25 21:57:59.772; 11.248191999999989; 152.754808; 250; 20
2023-01-25 21:58:00.284; 10.73626299999998; 153.266737; 250; 20
2023-01-25 21:58:00.793; 10.226497999999992; 153.776502; 250; 20
2023-01-25 21:58:01.304; 9.715549999999979; 154.28745; 250; 20
2023-01-25 21:58:01.816; 9.204247999999978; 154.798752; 250; 20
2023-01-25 21:58:02.327; 8.692770999999993; 155.310229; 250; 20
2023-01-25 21:58:02.839; 12.162607000000008; 155.821393; 250; 20
2023-01-25 21:58:03.349; 11.67143999999999; 156.33156; 250; 20
2023-01-25 21:58:03.861; 11.15963499999998; 156.843365; 250; 20
2023-01-25 21:58:04.372; 10.647815999999978; 157.355184; 250; 20
2023-01-25 21:58:04.884; 10.136162999999982; 157.866837; 250; 20
2023-01-25 21:58:05.396; 9.624131999999975; 158.378868; 250; 20
2023-01-25 21:58:05.906; 9.11402099999998; 158.888979; 250; 20
2023-01-25 21:58:06.417; 12.594261999999986; 159.399738; 250; 20
2023-01-25 21:58:06.928; 12.091655999999972; 159.911344; 250; 20
2023-01-25 21:58:07.440; 11.580074999999994; 160.422925; 250; 20
2023-01-25 21:58:07.953; 11.067252999999994; 160.935747; 250; 20
2023-01-25 21:58:08.462; 10.558859999999981; 161.44414; 250; 20
2023-01-25 21:58:08.974; 10.046467999999976; 161.956532; 250; 20
2023-01-25 21:58:09.486; 9.533931999999993; 162.469068; 250; 20
2023-01-25 21:58:09.996; 13.013337999999976; 162.978662; 250; 20
2023-01-25 21:58:10.508; 12.500893999999988; 163.491106; 250; 20
